,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,0.9027555896701392,0.12759545103586323,0.9811599921136873,0.45508559283074695,0.8621372837898542,0.2788025834137311
1,0.8860343708994212,0.1508946951559772,0.972129465408726,0.39946098890659437,0.8594941435012564,0.25115274043055114
2,0.8796019962427466,0.09399102638750345,0.9681155967645967,0.3937157243004648,0.8250561102935164,0.2537500773308721
3,0.9006376046888374,0.0006395482519313545,0.9719305005767388,0.5623926973530744,0.8594492860605099,0.3810664206268434
4,0.8620976070920223,0.22572407461574662,0.9601158841442197,0.48879174782061435,0.8607600635893197,0.3171372767433533
5,0.8616607565025134,-0.02944531128907313,0.9645058629810727,0.4532270975487942,0.8092620747240918,0.16820276497695852
6,0.8764665472489739,0.12168891808914617,0.9671540001857689,0.3750788042754118,0.8337271384623665,0.2173446714973275
7,0.8751440731139475,0.3017743322493939,0.9691610331409056,0.6260087285414814,0.8752980207125676,0.47871147921545054
8,0.8798323638874799,0.09912311508882055,0.9625670679036213,0.4631107649824161,0.8041496000941498,0.28274394790957585
9,0.8790138375869467,0.18385152657743886,0.9656612299037545,0.4602295585017492,0.8429651122957446,0.2867069266397803
10,0.903595312082779,0.08737894099873633,0.9711974661809819,0.39387551627879,0.8535229873856608,0.2814319039487855
11,0.8857666459780876,0.06799400142425283,0.9723016472222449,0.34279917750180694,0.8760427238509809,0.2952728172577421
12,0.8309897143528859,0.10230781855637716,0.9693266810255932,0.4118534074570079,0.8686659003882365,0.2018610385693249
13,0.8802122533126374,0.15821004626733992,0.9633511394355917,0.5409647636072884,0.8250561102935164,0.4716841806963278
14,0.8895195370176645,0.18084044010712264,0.9701468994503781,0.4393962655421238,0.8310385573055753,0.3005830563260912
15,0.842090797432635,0.3559868613733891,0.9697986224589271,0.6338266220221102,0.8760286081315107,0.4763085354090369
16,0.8047633920012491,0.35006293627513196,0.9654731520180351,0.7251412965746026,0.8258411607677474,0.582391671199548
17,0.8492245649595753,0.28977518343176023,0.9738718183790966,0.5649805620773115,0.8640575932243731,0.40047261953722707
18,0.8754953743886126,0.02460518639312448,0.9665983783215062,0.4302584350180363,0.8548409788966466,0.22453944337969992
19,0.8755859550891039,0.24821195856873812,0.9708319811189322,0.5057250259931494,0.8535184454732804,0.32176701800967955
20,0.8941240059282822,0.2427705796728703,0.9642357829104179,0.5127009281568251,0.8752980207125676,0.3726941719392691
21,0.8930264078574836,0.137882583464065,0.9763000390691777,0.419901226549961,0.8522030861291225,0.20649874300692453
22,0.8792178167255748,0.2537162523253448,0.9632829107318356,0.5045989067632396,0.835068436307052,0.39954236829359946
23,0.8405095673942159,0.29663258667876546,0.9609395732127352,0.5701348774846117,0.81851078414951,0.3171372767433533
24,0.8549015866139158,0.17030310157231654,0.9804499747907232,0.4326807804660359,0.8752980207125676,0.23325883929279506
25,0.8156906194312868,0.32358907528431013,0.97684190825186,0.625427954407503,0.8568220730458116,0.4994303089725824
26,0.8448655306303343,0.06996510680416146,0.9698469239907851,0.28518986893570863,0.8316366084364712,0.20554272517321015
27,0.8510457869317664,0.05599997980472349,0.959294817372998,0.31415408999370686,0.8508812671384737,0.23325883929279506
28,0.8883643961029755,-0.3527348259533216,0.9709896887537173,-0.04317333870395003,0.8561853652296145,-0.05324202456275274
29,0.862291259203615,0.23675190167998994,0.9653546128008581,0.523572266365558,0.8120002474587908,0.32251969042524775
30,0.8489328000894556,0.21114556785724692,0.9634523536691504,0.5225335258919952,0.815785816919432,0.36342982072796787
31,0.8894342839429634,0.1488080253954155,0.971231332157279,0.4673505720181623,0.8449277811045542,0.3441145252933313
32,0.8747876912306662,-0.008153192341495474,0.9633839850768625,0.27209997522910595,0.798630368441291,0.17281151864487462
33,0.9109188732609356,0.21594729158025738,0.9722399267516275,0.5500621183455265,0.8502206667255543,0.41984103703835207
34,0.913051764015123,0.09435835123896497,0.9703010252653681,0.4307917683116984,0.8469042230591037,0.2589638639117094
35,0.9138454921545647,0.07126209296101327,0.9729095975577515,0.33315383656499076,0.9051144175667964,0.200925930875972
