,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,0.9001515448446328,0.14167478439318348,0.9633537518143269,0.5785144906772229,0.7093587422494633,0.49534625862723586
1,0.8326372270766755,0.40385853499465363,0.9424870082631103,0.6639496588769066,0.6635630109763794,0.5111545965604749
2,0.905993446310462,0.1964765997973903,0.955063905350301,0.6533149347297765,0.7704550653447094,0.4560236393891194
3,0.920589381960966,-0.10998581336696067,0.9648273301640976,0.6558828945426186,0.6905509484330122,0.38397271986234704
4,0.9224574134952918,0.22789448899198161,0.9694447971665129,0.6361584748119588,0.7927068531493361,0.34311923876889816
5,0.8971615150021974,0.5045459641743419,0.9589242264299863,0.7511903770926166,0.7592744125388219,0.557916312348571
6,0.8687020942137054,0.33965124598636487,0.9401325498287765,0.6167919896457729,0.7275906654230412,0.39203900479517106
7,0.8992291230080357,0.5519084543873642,0.9638603784009473,0.8114293194929272,0.7287904576320489,0.36703623853668366
8,0.8771514855799851,0.34218720166144767,0.9434768703856714,0.5936328923818609,0.7720782969449118,0.41661844972885936
9,0.9486298879576441,0.015454770168640941,0.9785495482303356,0.38310055030871465,0.7928291189467634,0.33874052471066174
10,0.9118206471283465,0.3312240538551725,0.9596180423653616,0.6079121803084003,0.7812009811890487,0.4349366155139011
11,0.8848622688343926,0.37689701684083743,0.9605180317115364,0.6307322981677513,0.8008784899382094,0.39048731986775276
12,0.8852914190075541,0.45979199435772555,0.9538795753872693,0.8508687595519141,0.8005705727848935,0.5270274120100462
13,0.9328599266111776,0.5022680281169071,0.9726764540989343,0.7434947859671955,0.7588541521575283,0.4353646213630008
14,0.8741827823208957,0.5122746489139413,0.9453718227012252,0.7200484813097788,0.6939269107021476,0.41910747854256186
15,0.9032155802904122,0.43412548229295833,0.9629226399589844,0.6603855831648813,0.7564422031375334,0.4321844128684221
16,0.9156148352451231,0.08661215497729968,0.9606569008429698,0.5204426920069517,0.7179198030566466,0.28597116376127507
17,0.8898361180004952,0.6067940373289875,0.9543112516157183,0.8196952067402734,0.7933480250994639,0.4969804829546894
18,0.8679638890284967,0.2602704004612647,0.9427881402466353,0.5465118747471531,0.6290825130197186,0.431065509843658
19,0.9274353614252291,0.19229065776539978,0.9661561672100027,0.4744558185556928,0.7885807299239364,0.35287543524158044
20,0.8994376960381655,0.5664950879640108,0.9596023964576587,0.8222891827112452,0.791331596808544,0.5062621718765993
21,0.8898259416799865,0.15087983372618996,0.9535809753200604,0.7703980569344925,0.8027781635430998,0.5675207082976386
22,0.8990596429168537,0.6172620806827611,0.956180244520911,0.7872698338223973,0.7513311071703879,0.411446106611421
23,0.9206506092022426,0.5315479799688705,0.9645437810250163,0.7972980213503823,0.747783303855266,0.5035652140907796
24,0.9110125424556574,0.31936429266995425,0.9611186773284816,0.587765475506778,0.8013610065100564,0.3911527385116487
25,0.8374155311632602,0.3259522066352649,0.9262991843796919,0.6145225333926779,0.6785644666866483,0.374841282698784
26,0.8980838432223976,0.6153041831651552,0.9646583024668716,0.8409158664706491,0.7193670638173877,0.6438257216835211
27,0.9177393505918096,0.3502513012949282,0.9671716598380845,0.5997173362906669,0.7325422179876256,0.47046814266174986
28,0.8854497731467904,0.13800028019271038,0.9614657529251597,0.3817929977872748,0.704688901714332,0.18892850755379928
29,0.8772619267120603,0.3706057002844133,0.9399593635857425,0.6256963644500686,0.7453559924999299,0.33459320472886156
30,0.8998995122370793,0.6402132581014823,0.9584351837650663,0.8352693327968268,0.6851194192067165,0.5510706173217059
31,0.9088208849704733,0.4460930354476673,0.9689532462016942,0.7464694623897324,0.7132368531386843,0.5526339413628234
32,0.9558204232507281,-0.13324769225567268,0.9806229628076246,0.5378997510328457,0.7470551347053792,0.49819847511224846
33,0.9148950056125011,0.4316635117236678,0.9670900567868684,0.7075049830489152,0.6712486220795378,0.47210624710327476
34,0.9151644762792699,0.40459977257627633,0.9614848552676665,0.6905568688098093,0.7844821910727554,0.3974511635695302
35,0.9445112583962711,0.19852765281382667,0.97450392448887,0.4684160109115052,0.7494768449534689,0.38334896024942516
36,0.9152698324628192,0.6537203797475994,0.9692163114962584,0.9034220869502264,0.7706294387062866,0.6312085317538664
37,0.8712765854182496,0.6774068810422855,0.9542027168468417,0.8262828325856306,0.7880150645358779,0.4081679819570441
38,0.9104761346650361,0.29928051150497514,0.9666882213351732,0.6179851449257279,0.7369566768768672,0.43150520009101007
39,0.9501515523754971,-0.04687451935353759,0.9789058162507995,0.5228116050317715,0.8008784899382094,0.45497698987564644
40,0.8568069735980381,0.23110028996487586,0.9520806417527482,0.48354075087635856,0.6482089509804696,0.35560073452420965
41,0.898635143249271,0.1982682985169829,0.9521063696028221,0.6278974965466765,0.7838302464308728,0.4148224967840335
42,0.9172134857346472,0.6046129515671332,0.9658025278871106,0.7962087308735224,0.7429800650129873,0.39866548543734864
43,0.8798044122997104,0.25694844023649954,0.9621966663187594,0.6006017513314922,0.6249273115269965,0.4892255889072819
44,0.9116088017493635,0.10233461423552792,0.9590595939542099,0.6471239979973721,0.6855586629424997,0.5120956915274034
45,0.9135533865486446,0.5746175934983242,0.966498902280961,0.8031507175493909,0.7855761848326182,0.49712773890852985
46,0.90268369658553,0.4299037978568625,0.9665851141993742,0.6767602196349861,0.7421648512717567,0.3952387352941813
47,0.9111077174078009,0.24732114243323433,0.9629111599283472,0.5804360513723423,0.7757054993969945,0.3756182348950433
48,0.9213637937755537,0.028273713751169383,0.968991761513961,0.5332320926317227,0.7354381077733405,0.4112752929792889
49,0.9321830992171122,0.2642982401676399,0.9725703433821233,0.5871885346251754,0.8353517797946829,0.3682843048267415
50,0.8800752384964532,0.614366372603705,0.9579544716252746,0.8455253534537797,0.8056063158257327,0.43679413597929495
51,0.9343899656102905,0.4546191034072078,0.9750866744924138,0.8300636134832146,0.8052687079838169,0.4155348612873329
52,0.9137971151857724,-0.011962531040769608,0.9752408385867093,0.28867421774363833,0.7838302464308728,0.18380895255994725
53,0.8927841837792989,0.6682313724261787,0.9647262875337118,0.8428287325808486,0.6786066062338086,0.5227186730602281
54,0.9139336971581865,0.6916592355426459,0.9723461567833184,0.8643263091500987,0.7038784484252333,0.6098944446660584
55,0.9168544182264817,0.2739444244102185,0.9612759522059054,0.5270391615755115,0.8032313236712297,0.37919280130479016
56,0.898404625331565,0.5086813534007353,0.9554004885866658,0.7675463308659031,0.695291281717751,0.44908156972294794
57,0.9463078262211855,-0.005957926080550013,0.9765899731692391,0.5344405279651437,0.7022602074068443,0.49325041606907866
58,0.910348093180807,0.5829245669058165,0.963830305722153,0.7653695250133957,0.7734964882351422,0.3432336385449469
59,0.8998034644995723,0.40054416703985674,0.9567187914712432,0.6642366058777472,0.7286120888626995,0.4483960544245876
60,0.8764424728390185,0.3921360576066557,0.9561145473808516,0.7453215875110754,0.8113682917003153,0.24041562260546845
61,0.9012378939911935,0.26518395048951626,0.9603167705000138,0.6835565862092375,0.7185397293701987,0.4278761192220875
62,0.9227705377147124,0.1401687934113912,0.9712659090336639,0.5787435049525045,0.837202361426118,0.3223571241209709
63,0.889502389178033,0.5903665786778033,0.9655519565660501,0.8051680213101676,0.6868408916983839,0.5936988828466095
64,0.8722829806436746,0.6632145161290324,0.9520835562871031,0.8486851319114438,0.7461481858942707,0.5946699723481511
65,0.9259104126159047,0.493639155840472,0.968854850555214,0.7803245640114926,0.7571828957176788,0.5499340236361271
66,0.9027806921772112,0.6962620322917503,0.9675886104860263,0.878803998203695,0.7607567288909134,0.5165295340899103
67,0.9231072379651758,0.2559836196759864,0.9679088811944792,0.5565982594807609,0.7508825176976752,0.3069449258225702
68,0.915946711402773,0.3281295564056349,0.9642280843124708,0.6142039844631537,0.7328281087929399,0.40251897957497684
69,0.9181414809785633,0.5386652847397582,0.9672957202907384,0.7541018012090458,0.736822720675703,0.3914490417986666
70,0.96712589014265,0.15526114935518853,0.987797860537843,0.4547452285572797,0.7659661975155782,0.2565907140927623
71,0.9112894748619353,0.6279384308666588,0.9617866853235535,0.80762527836218,0.7570323944700931,0.42617550061928416
72,0.8993535691753042,0.38172128171657027,0.9567353678282862,0.6257531587996323,0.7265403280870881,0.5011127941158576
73,0.9050997834228218,0.6590863974145605,0.969744683321452,0.8228202600733938,0.7455805430756136,0.5207432493802928
74,0.9204633179433098,0.15990859245503086,0.9708867060282738,0.507771906451491,0.7898241717130606,0.44235839248858544
75,0.8373815686811525,0.7585126012836991,0.934421278706721,0.9408126616322225,0.6942770183559741,0.5035628087192037
76,0.9173988608969286,0.2724313364262364,0.9631575338574955,0.5434774919134422,0.762449242750779,0.2964435660944387
77,0.9094851694915255,0.19968817445413023,0.9634835622363502,0.546433291229237,0.7677440291587704,0.4540208108292774
78,0.9303995927485731,0.4924514869703599,0.9732357088314362,0.7367982569962251,0.7725209079754033,0.31899079435522365
79,0.8962493677745664,0.39655942583862447,0.9547953721870834,0.6777153555217268,0.7842725457574816,0.42771390044635343
80,0.868614788740206,0.5713462190584153,0.9523744524488751,0.7777400802594542,0.6762602999046909,0.5955172604057115
81,0.9227019339674862,0.05520728962046373,0.9650266240792349,0.4766418962313264,0.8270362697123886,0.298332720924239
