,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CO_1.5h,Reaction_SCF3,Reaction_CN,0.973961752679388,-0.21442320091169353,0.9902674392095125,0.3936681953736702,0.7827923533313107,0.3910679679543904
1,Reaction_SCF3,Reaction_2+2,Reaction_CF3,0.9765979419471034,-0.2946458192231609,0.9929789149701772,0.432664279707874,0.8642406111960643,0.3622640716438392
2,Reaction_CO_1.5h,Reaction_CN,Reaction_SCF3,0.9416323906816385,-0.01671550052848625,0.9729629334122346,0.5152216928812834,0.723339769533996,0.45935257122279743
3,Reaction_2+2,Reaction_SCF3,Reaction_CO_1.5h,0.9361927367941713,-0.1488437502886375,0.9749906716449123,0.5088025877605161,0.8140776760988245,0.4693748788460288
4,Reaction_SCF3,Reaction_CN,Reaction_2+2,0.944854170889925,0.3515136112501295,0.9819221254841448,0.6581581720367213,0.7709643084555088,0.4885178138401179
5,Reaction_SCF3,Reaction_2+2,Reaction_CO_Cl,0.8899736393047861,0.029432299429330122,0.9667510520222341,0.5898771001163169,0.8503308522902577,0.5049355804837764
6,Reaction_2+2,Reaction_CN,Reaction_CO_1.5h,0.9460783510787258,0.20683219244738038,0.97928056149836,0.5181246061115896,0.9165342137830782,0.43520276736578367
7,Reaction_2+2,Reaction_SCF3,Reaction_CH2CF3,0.859319976779242,0.38186863690743234,0.9776591543021728,0.6460521179964092,0.7671349245448212,0.45954390706632087
8,Reaction_SCF3,Reaction_CO_1.5h,Reaction_CO_Cl,0.9248234982955214,-0.019528886184714933,0.9713874317223489,0.4187532080842613,0.8587920641947093,0.39860675913716276
9,Reaction_Si,Reaction_SCF3,Reaction_CN,0.8613063832970953,0.4241717493167678,0.9357650145573518,0.6855157857448374,0.7909893554283791,0.5055012932480014
10,Reaction_Si,Reaction_CO_1.5h,Reaction_2+2,0.9515565217391304,0.01324248683064666,0.9865708116782365,0.3636387331476346,0.8804062740424287,0.34317053252519214
11,Reaction_CN,Reaction_SCF3,Reaction_CO_Cl,0.9025645874133278,0.3481862252487701,0.9664769579465234,0.5970980270133895,0.8052512555716987,0.4979215405535492
12,Reaction_SCF3,Reaction_Si,Reaction_CN,0.9109926675686307,0.28327874466680214,0.9678578758438444,0.5927339636511567,0.8942721104281393,0.46773665262144476
13,Reaction_SCF3,Reaction_2+2,Reaction_P,0.9243992093585649,0.12150054993292325,0.9830332235803901,0.399924740543454,0.8253983365355672,0.3666409339197881
14,Reaction_SCF3,Reaction_Cy,Reaction_2+2,0.9169642611929624,0.15274130911232842,0.9692740373801406,0.5558341131303857,0.8365771355618076,0.45099851432282906
15,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_SCF3,0.9295517647876481,-0.018113540247726823,0.9767528814131649,0.4008365533129907,0.7886463535341192,0.4024117281893997
16,Reaction_CH2CF3,Reaction_SCF3,Reaction_CN,0.9440974572083646,-0.057651556358738976,0.9870953490880322,0.347075273619834,0.8846725397826604,0.315609589751718
17,Reaction_SCF3,Reaction_CN,Reaction_CO_1.5h,0.9188483034348854,0.25380384727205296,0.965610106165967,0.5407864093191016,0.730914214509768,0.4502198876261201
18,Reaction_Cy,Reaction_SCF3,Reaction_CN,0.9460260201673926,0.06345276575401415,0.9822243028913523,0.36244529962196065,0.7509392614826385,0.34058730687602173
19,Reaction_CO_Cl,Reaction_CN,Reaction_2+2,0.8751543375211963,0.43011813442411706,0.9484200163065093,0.6673406379104402,0.8533103351879245,0.5420198480287556
20,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_Cy,0.9082606481851615,0.11343490596970707,0.9741077350386492,0.43681937914442454,0.8140776760988245,0.3856359472337643
21,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.9026580375706059,-0.24451684469653578,0.9630315877842848,0.23550361686987364,0.7282190812544191,0.2650855002320923
22,Reaction_SCF3,Reaction_2+2,Reaction_CH2CF3,0.8947593770635646,0.23094317044340007,0.9737783608888007,0.4957428657189645,0.7171371656006362,0.35626028096176116
23,Reaction_Si,Reaction_2+2,Reaction_Cy,0.8386355309200295,0.2799894968879668,0.958892613801624,0.6099239051545385,0.8696565534786727,0.472493683115038
24,Reaction_CO_1.5h,Reaction_CN,Reaction_CO_biphenyl,0.9281776108291574,-0.041704758081052784,0.9694734796436437,0.3423322544441993,0.7431572974664343,0.46475278197976944
25,Reaction_Si,Reaction_SCF3,Reaction_CH2CF3,0.8476011112820119,0.0390837544327739,0.9808703065551583,0.5210342339309016,0.8392740627357386,0.3262471130992577
26,Reaction_2+2,Reaction_SCF3,Reaction_CO_Cl,0.8585457683722378,0.37211584723014335,0.9674970277129473,0.6285592570760703,0.7294978770190602,0.4840948523656872
