,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_2+2,Reaction_CO_biphenyl,Reaction_CO_ortho,0.9715251668231716,0.6505346646508615,0.9911512652491512,0.8341847038374096,0.8533103351879245,0.7108669758728786
1,Reaction_CN,Reaction_CO_Cl,Reaction_CO_biphenyl,0.948892023775991,0.6350934151503854,0.9822237884718598,0.8801794740251863,0.8083625123724721,0.7232093052545286
2,Reaction_CS,Reaction_CO_biphenyl,Reaction_2+2,0.9827892570922857,0.3435090478893156,0.9937333098963601,0.6217822644252686,0.8846725397826604,0.5269974049897725
3,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_2+2,0.9787521338940117,0.6167309183845894,0.9926418381569027,0.8320659101023935,0.9121593238215746,0.6787418691606502
4,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_Cl,0.940512342354799,0.6795221419015527,0.9798995063859465,0.8259366691450106,0.44457669989877624,0.6006150576082437
5,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9693631482848006,0.49792132769614006,0.9913208947968387,0.7530248422688917,0.7122123116119198,0.5299431931959084
6,Reaction_CO_Cl,Reaction_CO_biphenyl,Reaction_CO_ortho,0.9211251217178636,0.8176087326217774,0.9697350224819749,0.9144284024498189,0.7356123579206246,0.6185186980404502
7,Reaction_CO_biphenyl,Reaction_Si,Reaction_CO_ortho,0.9572720049256768,0.6387259147191147,0.9920687929984232,0.8439751689414764,0.8435249797927691,0.5354632267566766
8,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9713601994548634,0.7327096488846101,0.9899601656899005,0.8682585461856759,0.8533103351879245,0.5904188034550188
9,Reaction_CO_biphenyl,Reaction_P,Reaction_CO_ortho,0.9722842691433196,0.6633275334091299,0.9866586568425859,0.8548514044618992,0.7112828867249198,0.5999402005121337
10,Reaction_CS,Reaction_CO_ortho,Reaction_CO_biphenyl,0.9410927988621184,0.693825283480416,0.9741846732932976,0.8374704095205455,0.702764221499934,0.7035734920895735
11,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_Cl,0.9490089295322696,0.7111429480087277,0.9891467835697891,0.876489813100523,0.8510644963469902,0.5858587723834481
12,Reaction_CO_biphenyl,Reaction_CO_Cl,Reaction_CO_ortho,0.9801424544481991,0.7105355586271858,0.9940461151937586,0.8679258393700182,0.8978280671126505,0.6350353397755344
13,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9568027439596162,0.6176574187224726,0.9857256700993707,0.8202827191954892,0.8253983365355672,0.596414310128507
14,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_biphenyl,0.9376006945735857,0.7080869531249305,0.9827254110215773,0.8713078272495467,0.7477137872145726,0.6040362027505338
15,Reaction_CO_biphenyl,Reaction_CO_Cl,Reaction_CO_ortho,0.9607548194170248,0.7123809570155124,0.9891124010772628,0.8714572069002953,0.906943306564237,0.6371205154857653
16,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9443223475837216,0.7337561170471747,0.9779298348927837,0.8641243795429379,0.830539534499922,0.6545711350972409
17,Reaction_CN,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9581275986750744,0.7459964414548066,0.9844949759278459,0.8895932823111952,0.8792842071599728,0.6829355523186096
18,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9614606756103321,0.7231316441525519,0.9846316650748255,0.8696604307066004,0.8546547739343037,0.6363643667913942
19,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9642271537113912,0.6620604422780529,0.9881871634070851,0.8358095119068872,0.8253825369609912,0.5860143785979063
20,Reaction_CO_biphenyl,Reaction_CO_Cl,Reaction_CO_ortho,0.9002604164173746,0.7840908642193105,0.9617030956775726,0.8970154299959721,0.8310051511018428,0.602604263474674
21,Reaction_CS,Reaction_CO_Cl,Reaction_CN,0.9849000019934614,0.02121931833601587,0.9943041168917577,0.5493841211655004,0.775839006317623,0.45614408826541014
22,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_Si,0.9744491155727744,0.6214196710566167,0.9938900345986392,0.8497560721747932,0.9807674351775562,0.6660490966715251
23,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_biphenyl,0.9668959019006871,0.7670677832714996,0.9915622002555147,0.893780167894111,0.7649886927931139,0.6576831060473872
24,Reaction_CO_biphenyl,Reaction_CS,Reaction_CN,0.9757624539046438,0.1875888435043982,0.9908127965653931,0.6565944914527706,0.828078671210825,0.536908592049002
25,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_Cl,0.9524058438036254,0.6678656127085671,0.9820973825699472,0.8605669739672837,0.8114441191120669,0.6807120396278127
