,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CS,Reaction_CO_Cl,Reaction_CO_1.5h,0.8968274714180469,0.28576358521380085,0.955168066049059,0.5976531985325562,0.8995318277623696,0.3200950206015529
1,Reaction_CS,Reaction_CO_biphenyl,Reaction_2+2,0.9069472356739305,0.13312729299111337,0.9635942406036239,0.5663069221998122,0.746420027292179,0.37068439870580533
2,Reaction_CO_biphenyl,Reaction_CO_Cl,Reaction_CS,0.9512465687839131,0.014646511724563216,0.9795755168489811,0.4456120777876193,0.9519670852944707,0.22064538829138103
3,Reaction_Cy,Reaction_CF3,Reaction_CS,0.896330992298828,0.44814914578136955,0.956414076372353,0.6753410023285309,0.6957252427829381,0.4926289367838655
4,Reaction_CO_Cl,Reaction_CS,Reaction_CO_biphenyl,0.8992622238451707,0.1361597723332384,0.9771846092053842,0.5433381002464374,0.8666666666666667,0.1274919608653896
5,Reaction_CS,Reaction_CO_biphenyl,Reaction_Si,0.9373806499626807,0.2530233015576876,0.9794131680525452,0.578338438525376,0.7671349245448212,0.22584499386053014
6,Reaction_2+2,Reaction_Cy,Reaction_CS,0.9419998180425206,0.5345686251044961,0.9819998134297881,0.7395956114327521,0.8476190476190477,0.5106945356666042
7,Reaction_CO_Cl,Reaction_Cy,Reaction_CS,0.9183433875767699,0.41811382344669434,0.9813604922824446,0.7830790787457678,0.861253877644822,0.5539898705932914
8,Reaction_CN,Reaction_CS,Reaction_CO_Cl,0.9598996857591773,0.04226311631218704,0.9864639034808732,0.6352653124376004,0.8038369524685004,0.4044947437743357
9,Reaction_Cy,Reaction_CN,Reaction_CO_Cl,0.9341822900474117,0.4313283139926736,0.9743510194422769,0.6760067268324208,0.7088715125540753,0.48171627232209224
10,Reaction_CN,Reaction_CO_Cl,Reaction_2+2,0.9545279766306158,0.08046960107997647,0.9833559821401645,0.48734194014726223,0.8696565534786727,0.21702291174262311
11,Reaction_CS,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9484176012780267,0.2546137235207685,0.9811391353336366,0.5666098402233936,0.5933082268219885,0.40001165484186085
12,Reaction_CS,Reaction_CO_Cl,Reaction_2+2,0.8671598777418654,0.5026202841500271,0.9540970960504263,0.7339261322528325,0.9378097778799172,0.4028745963346312
13,Reaction_CS,Reaction_2+2,Reaction_CF3,0.9315160128607228,0.3607472260967145,0.9770090047284274,0.8099373647983215,0.8285714285714286,0.4570107710534237
14,Reaction_CS,Reaction_2+2,Reaction_Cy,0.9094369723519684,0.40717372102036165,0.9615627339797904,0.6859936403078519,0.8038369524685004,0.5428854070980625
15,Reaction_CO_Cl,Reaction_CS,Reaction_CN,0.9535611141995767,0.4020390055555674,0.9868338730905979,0.6595982032270704,0.7211871858291444,0.4296664307486942
16,Reaction_CN,Reaction_CO_biphenyl,Reaction_2+2,0.9208971434383354,-0.7467656317390752,0.970249830119126,0.5581853698626567,0.842114902586048,0.25742176566778335
17,Reaction_CN,Reaction_CO_Cl,Reaction_CS,0.9383508555154565,-0.24560679305296107,0.9755193318684797,0.6032482412201718,0.842114902586048,0.3605007613787227
18,Reaction_Cy,Reaction_CO_Cl,Reaction_CF3,0.9567888336981739,0.10303508404995709,0.9848838275378625,0.49706689677576027,0.9238095238095239,0.35595755473616786
19,Reaction_Cy,Reaction_CF3,Reaction_CH2CF3,0.9169528201004338,0.24702317241936633,0.9671349200252045,0.6354546498481585,0.8995318277623696,0.4956887427684128
