Run,Round
0,8
1,6
2,6
3,8
4,7
5,8
6,6
7,7
8,7
9,6
10,7
11,7
12,7
13,7
14,8
15,8
16,7
17,8
18,7
19,12
20,7
21,9
22,6
23,6
24,8
25,9
26,7
27,5
28,1
29,7
30,8
31,8
32,6
33,9
34,8
35,5
36,13
37,7
38,6
39,5
40,1
41,7
42,8
43,6
44,8
45,8
46,10
47,7
48,9
49,6
50,7
51,6
52,5
53,7
54,6
55,8
56,8
57,7
58,7
59,7
