,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CS,Reaction_CO_Cl,Reaction_CO_biphenyl,0.922359078217105,0.31987441979448306,0.9678972856330302,0.6343255829883853,0.7757282939050968,0.3580010455811402
1,Reaction_CS,Reaction_CO_biphenyl,Reaction_CH2CF3,0.9559773928120736,0.36376153995593274,0.9866684364588485,0.6127799651595458,0.7936619029066596,0.4098399396318118
2,Reaction_CS,Reaction_CN,Reaction_CO_Cl,0.918464728096095,0.2730133259254347,0.9666815540787245,0.5640828834231327,0.7947373131233708,0.3159305285016568
3,Reaction_Cy,Reaction_CF3,Reaction_CN,0.905285896885489,0.3357453105442375,0.9598401652208698,0.6506186755476423,0.6417938247608371,0.4899979088973397
4,Reaction_CS,Reaction_2+2,Reaction_CF3,0.9282557525118434,0.2134331446168698,0.9759057073136661,0.6264518140905591,0.9023778112773575,0.3813489398581711
5,Reaction_CS,Reaction_Si,Reaction_CO_biphenyl,0.9099076688616694,0.4650624595926639,0.9696181309374199,0.6925320184419259,0.7872785933040579,0.4361381091081703
6,Reaction_Cy,Reaction_CS,Reaction_2+2,0.9175430332392105,0.4499153916077303,0.9749073333004714,0.6814505384378627,0.8359905377283481,0.47644842420799244
7,Reaction_CO_Cl,Reaction_CS,Reaction_Cy,0.9364587994038033,0.4485807098907624,0.9824261930783077,0.7848555886871467,0.9023778112773575,0.527147622004136
8,Reaction_CN,Reaction_2+2,Reaction_CS,0.9404210582338558,-0.03167570791002827,0.9781211538486243,0.5398213583670399,0.8329176184214357,0.31892347094681334
9,Reaction_CN,Reaction_CO_Cl,Reaction_CS,0.9330668941395428,0.36277269797844724,0.9742747817346235,0.6209439590069404,0.7594560259669907,0.40828100135614454
10,Reaction_2+2,Reaction_CN,Reaction_CS,0.9261220976527736,0.035431341374006275,0.9704906533863972,0.48316645918332846,0.8511119927611437,0.26167208135019304
11,Reaction_CS,Reaction_2+2,Reaction_CO_Cl,0.9144214001527944,0.5475498643647556,0.9633255947218968,0.7471857208129887,0.7830797442012375,0.4609541665101715
12,Reaction_CS,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9094652668293156,0.40736580008082146,0.9685003661197179,0.7065852098855119,0.8496071790389156,0.40313529115766905
13,Reaction_2+2,Reaction_CS,Reaction_CF3,0.9400725089922654,0.3084622781117684,0.9795352857060713,0.7795899467834663,0.8105263157894737,0.4154925181444699
14,Reaction_Cy,Reaction_2+2,Reaction_CS,0.9040434461928493,0.46227859938240734,0.9626769166658025,0.7712287972463125,0.7936619029066596,0.5577472758326691
15,Reaction_CO_Cl,Reaction_CN,Reaction_CS,0.9478571114959631,0.28579278209227954,0.9827917349600941,0.6077189655103877,0.7162030476872218,0.3649319982284444
16,Reaction_CF3,Reaction_CO_Cl,Reaction_CO_biphenyl,0.9220105533698992,0.1852619479533505,0.9796121199739604,0.5477094621328965,0.8736842105263158,0.17077026212485005
17,Reaction_CO_Cl,Reaction_CS,Reaction_CN,0.9145216599047629,0.20006227797650278,0.965051835792612,0.6316426493657185,0.825408379022926,0.33939646194926026
18,Reaction_CS,Reaction_Cy,Reaction_CO_Cl,0.9415443471797836,0.15477448380657277,0.9786418551455672,0.7326106431744303,0.9263157894736842,0.5136536740946794
19,Reaction_CH2CF3,Reaction_Cy,Reaction_CF3,0.8984704275148139,0.34926435277674905,0.9568329186593745,0.6712552569344482,0.8116967873788514,0.5287840230580789
20,Reaction_2+2,Reaction_CS,Reaction_CN,0.909673742762088,0.326964549038128,0.9654042637809509,0.5754778457707075,0.7205967580281918,0.363878540735219
21,Reaction_2+2,Reaction_CS,Reaction_CN,0.9004346545495739,0.09913791068151812,0.9675534529485155,0.5768538958498358,0.8947368421052632,0.344127952463713
