,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_Cy,Reaction_CF3,Reaction_CH2F,0.928844759380715,0.17975370745736885,0.9714306815171547,0.669879697995564,0.8343319721890883,0.5184383092933877
1,Reaction_Cy,Reaction_CS,Reaction_SCF3,0.9360293293426872,0.3759976030421356,0.9850693457598643,0.6491062661318918,0.8771182271731441,0.4090137225094928
2,Reaction_Cy,Reaction_CF3,Reaction_OCH2F,0.9086053394617581,0.210813261167767,0.9573562420141585,0.6496930542374446,0.8328941767536596,0.4722131133315004
3,Reaction_OCH2F,Reaction_CH2F,Reaction_CF3,0.9246845970395965,0.46826593899692226,0.9716708558285488,0.7449326843339736,0.9206478073717251,0.5478952044936951
4,Reaction_Cy,Reaction_CF3,Reaction_OCH2F,0.9403869379175738,0.440248905412156,0.9730624944265709,0.7892336131703271,0.7894775828363777,0.5930385680977852
5,Reaction_Cy,Reaction_CH2F,Reaction_CF3,0.9296656769079773,0.5023316851720039,0.9697250899811215,0.7266672878477307,0.8526970862893518,0.5327260590677163
6,Reaction_Cy,Reaction_CH2F,Reaction_OCH2F,0.9252622087195974,0.356163900091659,0.9748194263839788,0.6974390198837482,0.8610013404581185,0.5016506677749772
7,Reaction_CF3,Reaction_CH2F,Reaction_Cy,0.9090679245283019,0.5903974868056072,0.961952129435568,0.8510174472545675,0.8677370138446145,0.717980569447944
8,Reaction_Cy,Reaction_CF3,Reaction_OCH2F,0.9322143209734544,0.45263167529014037,0.9706624672827159,0.7520660663738292,0.8664216634271302,0.5577139387853111
9,Reaction_Cy,Reaction_CF3,Reaction_OCH2F,0.9290498614798235,0.5807514543276171,0.9702265914966371,0.7678722052218354,0.8298341929421151,0.57822251679484
10,Reaction_Cy,Reaction_CF3,Reaction_OCH2F,0.9108366015831134,0.6716152473185807,0.9591975310137526,0.8227133615727772,0.8918236848296691,0.6361280782759268
11,Reaction_CH2F,Reaction_Cy,Reaction_OCH2F,0.9215374812593703,0.30550148485767625,0.9643644701739247,0.6589027923612487,0.8219218670625302,0.4779623867888407
12,Reaction_Cy,Reaction_CH2F,Reaction_CF3,0.8941650326213016,0.6468754168079844,0.9621929549839905,0.814519741253142,0.8160725430058774,0.61089870092764
13,Reaction_CH2F,Reaction_Cy,Reaction_OCH2F,0.938525769876004,0.022275518142466866,0.9722834290821262,0.5453648591853378,0.8312455872632045,0.4798603256393427
14,Reaction_CH2F,Reaction_OCH2F,Reaction_Cy,0.9156387065377208,0.4702112898509442,0.9629792332193947,0.7229325603822845,0.7798655408149748,0.5637048098688523
15,Reaction_Cy,Reaction_CF3,Reaction_CH2F,0.970204617556986,0.39858290107566197,0.9916731469592877,0.6959126066751001,0.8997472139792022,0.5055701357110617
16,Reaction_CH2F,Reaction_OCH2F,Reaction_Cy,0.9353013872070871,0.030581523723373527,0.9728064474231018,0.5747019632610322,0.7570719217728538,0.4051697226626197
17,Reaction_Cy,Reaction_CH2F,Reaction_CF3,0.9290922672851929,0.5481480606298678,0.9689807173344653,0.7722777507372782,0.8779351603069793,0.5540228728281941
18,Reaction_Cy,Reaction_SCF3,Reaction_CF3,0.9095702828871245,0.48422953074895236,0.9762024071797194,0.7172679729671299,0.8740093185210837,0.5379458065287224
19,Reaction_Cy,Reaction_OCH2F,Reaction_CH2F,0.9356149291436389,0.23236598023589417,0.9752986262749488,0.6263378071725876,0.8947065736790003,0.4681883432350937
20,Reaction_Cy,Reaction_CH2F,Reaction_CF3,0.9175950177791323,0.39468621981895646,0.9645746128221007,0.7160140455489763,0.8129388446970605,0.5532172785224551
