,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_Si,0.9731612395570967,0.576067671959967,0.9907817830793773,0.846036068113947,0.9418121247825694,0.6298221324970528
1,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9760140652228031,0.736952697396664,0.9903045595418127,0.8628100164918932,0.9234860641727343,0.5988470363229058
2,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CS,0.9676524431798821,0.5773349013821203,0.9838511580822864,0.7824527717217608,0.8783191725500367,0.6126171788792307
3,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9822693685395558,0.8043477955278732,0.994510925154823,0.9066409517883788,0.9390217736343575,0.734408941237371
4,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9694476536352631,0.8148885083923532,0.9891168015898909,0.9036825523360492,0.9157894736842106,0.7276313452095522
5,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9582473399356768,0.8498786455522831,0.9866378552939603,0.926659492635514,0.9445943170681111,0.7448552564061568
6,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9519318200340372,0.762230685825946,0.9794964030913093,0.8962620645486162,0.9129319377250459,0.6038835356882357
7,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9716920157461495,0.7198328250611674,0.9942494323320767,0.9117914022323692,0.9255842921277437,0.7155750860941626
8,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.977610622790589,0.8119880310312322,0.9939679906859223,0.9160063970623912,0.9473684210526316,0.7524154651906516
9,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9781186005035669,0.794861476370134,0.9929277177068159,0.911562929144332,0.9418121247825694,0.7516143539190563
10,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9752836410366822,0.7868232447188888,0.9912255887860317,0.9255033230091341,0.9312299660771474,0.7825026150390174
11,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9756216001172554,0.8177061496493752,0.9916314876811915,0.9179020084832975,0.944594317068111,0.6735385842138082
12,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9831936491750987,0.7755144808169336,0.9933988306654556,0.8957207355547749,0.9129319377250459,0.7104300057591079
13,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9664078349735049,0.8052466131379774,0.9865170710179753,0.9411476011025579,0.9178009425917731,0.7791411920637743
14,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9702670953116145,0.8331331494656181,0.9901173406652163,0.9385850775968249,0.9263157894736842,0.7438922886390659
15,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.9778631610308357,0.7832546312476374,0.9927868004270408,0.8979616593795018,0.9283852288655443,0.7095139125272921
16,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9798976325231189,0.7963021868873085,0.9915706755471881,0.9147271744131741,0.9340401906204227,0.7044501696099558
17,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9767604479589209,0.8274107109012225,0.9922114127618851,0.9205977694126051,0.9445943170681111,0.7532158564148428
18,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9717538333630263,0.7431516489348586,0.9894045106847769,0.9075549217874548,0.8783191725500367,0.7146553176905334
19,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9820459485020553,0.7880970577364979,0.9940183061073505,0.9205418154241746,0.9263157894736842,0.7668607683767883
20,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9528358838052448,0.7836436909333869,0.9844072920385072,0.9295331855361186,0.9234860641727343,0.7516143539190563
21,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.952771373994538,0.8299136636262683,0.9831002261575674,0.9292210342192414,0.860161305486604,0.7662628252528028
22,Reaction_CO_1.5h,Reaction_CO_ortho,Reaction_CO_Cl,0.9709418665850948,0.793257091324651,0.9946877810083745,0.9145811025346411,0.9234860641727343,0.7696325062390337
23,Reaction_CO_1.5h,Reaction_CO_ortho,Reaction_CO_Cl,0.9808679822211014,0.8132169954909262,0.9935868272494845,0.9180441519632391,0.9657025699634879,0.7593364191990465
24,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.974080085201777,0.8037792650124939,0.9912848146626942,0.9055104721881535,0.9263157894736842,0.7430817649930541
25,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9608339469494832,0.8385203738826159,0.989033274181326,0.9186737599469407,0.9312299660771474,0.646008311446528
26,Reaction_CO_ortho,Reaction_CO_1.5h,Reaction_CO_Cl,0.9815941238153455,0.7785653396805408,0.9936316765997888,0.9235000180586932,0.9629764421934136,0.7549878257554059
27,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9562522536038093,0.807526253320642,0.9851049628265248,0.9212786149700278,0.9071905270704809,0.7086853355898274
28,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.976945915075749,0.764489568808826,0.9934422637381763,0.8852521678467805,0.9602426046769419,0.6872202865688136
29,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9838084953522045,0.8141433336890491,0.994746986373497,0.9092814255000276,0.9157894736842106,0.7337276532637983
30,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9629315551283592,0.852438680174872,0.9890378658115108,0.9295625693212006,0.9629764421934136,0.7747773414184999
31,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9749148863854669,0.6997873154008438,0.9919743289952226,0.9319474959703099,0.9129319377250459,0.7310191527005114
32,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.9565097924837412,0.6254073315031385,0.9838057665595826,0.8919422333253784,0.9473684210526316,0.6245291266519362
33,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.9644747953673847,0.7678194549594572,0.9861489991252775,0.8818133062275129,0.9473684210526316,0.6005234420160364
34,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9569459740965492,0.8243422921426106,0.9869579873481521,0.9352251811248367,0.9312299660771474,0.725052051457694
35,Reaction_CO_1.5h,Reaction_CO_ortho,Reaction_CO_Cl,0.970141441850368,0.7943884552125889,0.9896064117617401,0.9124779352782494,0.9234860641727343,0.7035406144603186
36,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9627108049685938,0.8472984503343775,0.9868936309486199,0.9386309841456896,0.9157894736842106,0.7982081516021452
37,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9483898012431893,0.8509969388978806,0.9886473083566406,0.9346553258784078,0.9602426046769419,0.7283250513729296
38,Reaction_CO_1.5h,Reaction_CO_Cl,Reaction_CO_ortho,0.9819393922353331,0.7439105349166576,0.9920729582633643,0.9121678318516209,0.9340401906204227,0.7446983834963885
39,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9608134791447972,0.7959275802928274,0.9860828701941762,0.9260807980505424,0.9445943170681111,0.7120846151089126
40,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9753711379319412,0.7680665775843625,0.9900169930439632,0.8818379742708694,0.9129319377250459,0.6546413495138851
41,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9714850588727729,0.8428383161596373,0.9892226399286298,0.9333476942924163,0.9234860641727343,0.7352209383434983
42,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9590235387575687,0.8320891735277585,0.9841449433351249,0.9128662095287082,0.9023778112773575,0.6752446482480206
43,Reaction_CO_ortho,Reaction_CO_Cl,Reaction_CO_1.5h,0.9704667763207993,0.8191610764859829,0.9873733484295923,0.9202919864394249,0.9657025699634879,0.7549853278759056
44,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9754198155663036,0.8181977619893428,0.9910864460295008,0.9223672564627322,0.9206478073717251,0.7533882069868814
45,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9457208356870197,0.8171126243328328,0.9807980765772562,0.926089489746117,0.9206478073717251,0.6855692872861947
46,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_ortho,0.974876452820857,0.8302038930881441,0.9929384855987424,0.9142340944811447,0.9023778112773575,0.7259954593731951
47,Reaction_CO_Cl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9699345497368085,0.7329517180335696,0.990098386768343,0.9117577200017059,0.9178009425917731,0.7747805497590271
