,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.9678055163490943,0.5572111585212808,0.983912412046763,0.842757740294202,0.8868104355148352,0.6882484174962489
1,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9788082473213409,0.12663984579340792,0.9896906809211184,0.737672555991812,0.9575009918562866,0.6389666045872835
2,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9536844863731656,0.6014637063834753,0.9775705032609298,0.8397737282220009,0.9284113581130654,0.7437294728311548
3,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9043456891103097,0.7872594068595555,0.954467552492392,0.9018328105936827,0.8723897925801722,0.7547281276548332
4,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.9650895910272193,0.6707508164591478,0.983905594140422,0.8558289376907146,0.8965801115491888,0.7211905121127317
5,Reaction_CO_biphenyl,Reaction_CO_ortho,Reaction_CO_1.5h,0.9641078437703638,0.42120912020560164,0.9821640650118368,0.8393483351760908,0.9043064923087152,0.7263789330631829
6,Reaction_CO_1.5h,Reaction_CO_ortho,Reaction_CO_biphenyl,0.9566627426484721,0.6330588944255389,0.9790587709988433,0.8500642452951084,0.8842105263157894,0.7544974678123864
7,Reaction_CO_biphenyl,Reaction_SCF3,Reaction_CO_ortho,0.9568380509366042,0.6908847613518022,0.9838305514375968,0.8405699933492378,0.8496588639436888,0.7217741710901565
8,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.9631860877207905,0.6295280101250214,0.9816945016079974,0.8573348944575588,0.9255842921277437,0.7073866713664562
9,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_CO_ortho,0.9614196577509347,0.500895842565044,0.9815313775127705,0.8248975926329774,0.9043064923087152,0.7385376440504836
10,Reaction_CO_ortho,Reaction_CO_biphenyl,Reaction_CO_1.5h,0.9797837849164938,0.43373481378901035,0.9900499607454947,0.8149680728603249,0.9306010459032139,0.6754172010603989
11,Reaction_CO_biphenyl,Reaction_CO_1.5h,Reaction_CO_ortho,0.9343117136866184,0.6701812892611427,0.9673329193164898,0.866636018007644,0.7701525897130047,0.7445384063897625
12,Reaction_CO_1.5h,Reaction_CO_biphenyl,Reaction_2+2,0.9654030840817344,0.5689937415298709,0.9828718215627624,0.7691794621511665,0.9178009425917731,0.5605442183096789
