,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CH2CF3,Reaction_CF3,Reaction_CH2F,0.9525801558208269,0.5662424266277778,0.9871151822042942,0.7840616222841773,0.8205198377501309,0.5237654619320253
1,Reaction_CF3,Reaction_CH2CF3,Reaction_CS,0.9654136387980606,0.5125485061741945,0.9892673933292784,0.8077535660993602,0.8878147909191582,0.5233441627003861
2,Reaction_CF3,Reaction_CH2CF3,Reaction_OCH2F,0.9239455576427265,0.5293820747396574,0.9822133825371762,0.7391359373663,0.8267401579471307,0.5219795080629189
3,Reaction_SCF3,Reaction_CF3,Reaction_OCH2F,0.9647185501656859,0.5430538779698968,0.9892815572598811,0.7565984085226746,0.8281485129577726,0.5527768619358727
4,Reaction_CF3,Reaction_CH2CF3,Reaction_CH2F,0.9454932876816685,0.3803224658204999,0.9846776743054445,0.7274623050687806,0.8783191725500367,0.483157630123502
5,Reaction_CF3,Reaction_CH2CF3,Reaction_SCF3,0.9494224798897033,0.5623954487729842,0.9855120850949084,0.848956662237638,0.8723897925801722,0.6133143672054103
6,Reaction_CF3,Reaction_CH2CF3,Reaction_SCF3,0.9546574713785672,0.6772043786448672,0.990288713816788,0.831314022886191,0.9129319377250459,0.5731527759603553
7,Reaction_CF3,Reaction_SCF3,Reaction_CH2CF3,0.9714658049992237,0.5948654587123721,0.9914977215905058,0.786393887709757,0.9255842921277437,0.579583919938885
8,Reaction_CH2CF3,Reaction_CF3,Reaction_OCH2F,0.9125654083275986,0.5104929630745108,0.9761195405589063,0.7521110901998549,0.8042440616120817,0.49387313804203187
9,Reaction_CH2CF3,Reaction_OCH2F,Reaction_SCF3,0.934375788497217,0.483796087802427,0.9751835284913924,0.746209340876998,0.8359905377283481,0.4818296540201203
10,Reaction_CF3,Reaction_CH2CF3,Reaction_CN,0.9691614102400815,0.4260685831740375,0.9871105380491634,0.6595203103012764,0.8694106177121439,0.464363675065392
11,Reaction_CH2CF3,Reaction_CF3,Reaction_CH2F,0.9001652719822941,0.5232534377865701,0.9709958373914584,0.7455205654827343,0.7520668533583575,0.5537096377987563
12,Reaction_CH2CF3,Reaction_CF3,Reaction_CH2F,0.9189671909243264,0.4915809522031289,0.984389281301493,0.7539201459363153,0.860161305486604,0.552358117422111
13,Reaction_CF3,Reaction_CH2CF3,Reaction_SCF3,0.9480402489483879,0.6360359291457559,0.9844576210429808,0.8621077292473195,0.8753592805066045,0.6503138474283955
14,Reaction_CF3,Reaction_SCF3,Reaction_CS,0.9382944225206243,0.38701584948966605,0.9762649826057376,0.6413253260178434,0.7692551252936827,0.4731858471640443
15,Reaction_CH2CF3,Reaction_CF3,Reaction_CS,0.9656183612763656,0.6058100800544428,0.9911566272075948,0.812882093983067,0.9052631578947369,0.5781955848241445
16,Reaction_CF3,Reaction_CH2CF3,Reaction_CH2F,0.9147340282012195,0.29148869022004,0.983928688406948,0.6348950418817703,0.9026539488584261,0.39949697585561467
17,Reaction_CH2CF3,Reaction_CF3,Reaction_CH2F,0.940788425037053,0.560136937445491,0.9861552280233628,0.761916927152222,0.8480753878296373,0.5022721870376939
18,Reaction_CH2CF3,Reaction_SCF3,Reaction_CS,0.9656209579982591,0.2084293559865047,0.9899959667538787,0.563521680085374,0.8647488649853122,0.343058239843106
