,SD1,SD2,SD3,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,Reaction_CH2F,Reaction_CH2CF3,Reaction_Cy,0.9257705063749802,0.4596774250344198,0.9713716328258973,0.695770125446419,0.8617508926706579,0.4706720118494071
1,Reaction_Cy,Reaction_CO_1.5h,Reaction_CO_Cl,0.9471100851221739,-0.3812562611636834,0.9778772805081649,0.31805588248657213,0.8450285359351023,0.23309959908483
2,Reaction_Cy,Reaction_CH2CF3,Reaction_OCH2F,0.9171779509944423,0.1860684901347125,0.9719579011872511,0.4788813533273801,0.7766396933945435,0.3509724167292955
3,Reaction_Cy,Reaction_SCF3,Reaction_CH2F,0.9503227951070337,0.37413852114383905,0.9814902608509922,0.6794063730660946,0.8465726964337702,0.44530576447944087
4,Reaction_Cy,Reaction_CH2F,Reaction_SCF3,0.9459133102878035,0.07834017535284421,0.9813843971425663,0.571901219686212,0.8421052631578948,0.30928245940740073
5,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.9195648626744709,0.39092432954581513,0.9786004014086664,0.6374119112593923,0.740751109379549,0.44373219742012787
6,Reaction_Cy,Reaction_CN,Reaction_2+2,0.9522938781279638,-0.33242479178458795,0.9787646339159558,0.3235866491606285,0.8617508926706579,0.2566112530746852
7,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.9255428254611844,0.1945889907470869,0.9743796601832975,0.5247842249246112,0.860161305486604,0.3588442987832338
8,Reaction_CH2CF3,Reaction_Cy,Reaction_P,0.9220654737546966,0.6160274876841373,0.9671021342359027,0.7956478047665905,0.8315789473684211,0.5806572458540727
9,Reaction_CO_Cl,Reaction_CH2CF3,Reaction_Cy,0.9287990529303781,0.5006963794327848,0.986322237591824,0.8008941603611176,0.9523942834879915,0.6348519221337864
10,Reaction_Cy,Reaction_CO_1.5h,Reaction_CH2CF3,0.9501262176313865,0.5249188458628515,0.9843186969704466,0.7733038111481205,0.8496071790389156,0.6056781496728265
11,Reaction_Cy,Reaction_CO_1.5h,Reaction_CO_Cl,0.8908758002071462,0.07937597469070912,0.9633481135592326,0.5696976527998313,0.8830286924896866,0.3835292422395184
12,Reaction_Cy,Reaction_CO_Cl,Reaction_CH2CF3,0.954657311165192,0.5027898992322887,0.9886641909503828,0.7520170281933766,0.8736842105263158,0.5651730526312976
13,Reaction_Cy,Reaction_2+2,Reaction_CH2CF3,0.9643264580160172,0.31879519674892165,0.9907048129925305,0.6351373565392591,0.8329176184214357,0.42526338168517597
14,Reaction_Cy,Reaction_CH2F,Reaction_CH2CF3,0.9323561541633126,0.5623286124466434,0.9792062894611047,0.751857392734373,0.837407772888384,0.5826396679168635
15,Reaction_Cy,Reaction_CH2CF3,Reaction_CO_1.5h,0.9550044630987199,0.637275434900054,0.9902786229124554,0.8628065680047475,0.8783191725500367,0.7139270104654167
16,Reaction_Cy,Reaction_CO_Cl,Reaction_SCF3,0.9563996765763599,0.1955146485029493,0.9845601050053592,0.5357174847785732,0.8677370138446145,0.3499119863424552
17,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.8881593532942605,0.4609279545884789,0.9501137998219197,0.681363302458634,0.7936619029066596,0.46155475851279754
18,Reaction_Cy,Reaction_2+2,Reaction_SCF3,0.9313874895849753,0.36117073170731717,0.9749432375614178,0.6091396740841595,0.9129319377250459,0.40464455105801594
19,Reaction_Cy,Reaction_CH2CF3,Reaction_OCH2F,0.8867654824951821,0.29106547133405514,0.9604019831302074,0.5486461022904593,0.7578947368421053,0.3695201467970169
20,Reaction_Cy,Reaction_2+2,Reaction_CO_1.5h,0.9031316488772754,0.1939990126447101,0.9630155286146082,0.5394517019092581,0.8541384494640201,0.42738327483155963
21,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.9433534707204342,0.33524022857064606,0.978661223693073,0.6113217542161152,0.8390530525912272,0.38968552943984447
22,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.9249773843952327,0.3371797077525067,0.9720073243761185,0.6110382950540801,0.7830797442012375,0.43243565567945697
23,Reaction_CH2CF3,Reaction_Cy,Reaction_CH2F,0.9272282542454428,0.6103275792258893,0.9695315506242472,0.7987904908559315,0.6843718011233453,0.6150973963073074
24,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.9058249744761022,0.5194918346094579,0.9665263308490887,0.7411966545847891,0.814826220317504,0.5232028271641863
25,Reaction_SCF3,Reaction_Cy,Reaction_CH2CF3,0.9061385845749342,0.4625060794083996,0.9594166912658971,0.6875770986123043,0.7480342942510984,0.4294047601702018
26,Reaction_CH2CF3,Reaction_Cy,Reaction_CH2F,0.9060386369158628,0.3740446075744215,0.9562565131115132,0.6310465808229269,0.8404730928516293,0.3891804280876459
27,Reaction_Cy,Reaction_CH2CF3,Reaction_CH2F,0.933399781710199,0.3523062837412555,0.9740598572405197,0.6283122760099344,0.8465726964337702,0.4056705729929362
28,Reaction_CO_Cl,Reaction_CO_1.5h,Reaction_CO_biphenyl,0.9196724462029893,-0.1648822109760677,0.962294989921073,0.32824212031381006,0.8587430027708907,0.17783741415925544
29,Reaction_CO_1.5h,Reaction_P,Reaction_Cy,0.9667566494873008,0.5309628956798289,0.990127121927997,0.7707621914121828,0.9071905270704809,0.5979460881876414
30,Reaction_Cy,Reaction_CH2F,Reaction_CH2CF3,0.9401429509194866,0.3221923871677622,0.975791857050169,0.5859440028968762,0.8329176184214357,0.34536541300493084
