Run,Round
0,14
1,15
2,14
3,14
4,14
5,2
6,15
7,15
8,15
9,15
10,16
11,14
12,13
13,14
14,17
15,15
16,14
17,14
18,14
19,15
20,14
21,14
22,13
23,15
24,15
25,14
26,15
27,15
28,1
29,15
30,15
31,14
32,14
33,16
34,14
35,18
36,15
37,20
38,20
39,16
40,1
41,18
42,2
43,14
44,16
45,14
46,14
47,14
48,16
49,14
50,14
51,15
52,15
53,18
54,15
55,15
56,15
57,14
58,15
59,15
