,r2_train,r2_test,pr_train,pr_test,kt_train,kt_test
0,0.8399890573193712,0.32731739719915964,0.96129930619452,0.6161815398841439,0.8642406111960643,0.4742700944192494
1,0.8906863992449269,-0.8281266197292891,0.9808651523586238,0.2227453190858999,0.7655590023509529,0.18370427742338166
2,0.9117877060244388,0.1916248183087753,0.9744773202424074,0.49099262718137204,0.9135037687169163,0.3873542948427342
3,0.895752351935001,0.12983745546812908,0.9801687368720312,0.5126352569517948,0.8889822546670876,0.37630192139785057
4,0.8287368539199731,0.4255987072034173,0.9615091399331286,0.6533458041933594,0.8173454772730305,0.5018231102052308
5,0.9606926059425231,-0.17890866260976845,0.9895924178085868,0.2149775880683116,0.8995318277623696,0.21609281466521746
6,0.8850717733671323,-0.17699672878667716,0.963831832448733,0.4649310406910947,0.8666666666666667,0.3445167692050593
7,0.8163240296327212,0.1607637056805188,0.9761845318667082,0.46451460653350435,0.8696565534786727,0.36615043644974227
8,0.8991392850325852,0.09081563665931769,0.9711293488483439,0.46590243553920124,0.8889822546670876,0.35668890657781244
9,0.9277048150280697,0.16138179825090837,0.9732912617314612,0.48896215977041946,0.9662850594207475,0.363196491073759
10,0.8148594213003312,0.35785267745368043,0.9479537335349582,0.646432405595703,0.8173454772730305,0.5307714163389498
11,0.9174277305616171,0.2568549760428117,0.9953796467337638,0.5246245494663339,0.9469593582323325,0.3725927054841724
12,0.9583292636746144,-0.06863138774795763,0.9902955131726867,0.3801755698361992,0.980952380952381,0.24197408716855692
13,0.9088541768851486,-0.18279263822836334,0.9700690094054484,0.21254608985850246,0.861253877644822,0.22971768493275654
14,0.8750807709958697,-0.04619987031211359,0.9602516435195241,0.4784223372524115,0.9186708028211434,0.416834511019127
15,0.9328500150306078,0.13582570264427074,0.9892422262808904,0.4376427959858832,0.8803928527035957,0.30386116273327296
16,0.8571660786070087,-0.019995957218713833,0.9611217844547364,0.2858389239099525,0.9266594654025899,0.23313870625908406
17,0.8812004239766081,0.10102903230851035,0.9625752194955235,0.47711755002369455,0.8173454772730305,0.4016628967630463
18,0.8536065383298272,0.26529600195940684,0.9593229782542663,0.5291449290984743,0.728292649884324,0.4244953209350722
19,0.9281145151252773,-0.20146392799488866,0.9779532394798679,0.3598338523843142,0.961150104723255,0.2560014606359193
20,0.8608281236716071,-0.05006690449689666,0.9602005763583444,0.3984904671244378,0.961904761904762,0.32312882380902386
21,0.8653310507618959,0.10319319048483777,0.9649773979847409,0.4153770798862668,0.7981138189842533,0.35705795883025887
22,0.8738020772012447,0.2165878006548717,0.9741520606293778,0.4997157747550906,0.8503308522902577,0.3289242077909807
23,0.9066673489044065,0.14049720118762254,0.9743728888488786,0.5349738034603316,0.8942721104281393,0.45557855081028226
24,0.8898204676286359,0.24768198952587184,0.9581448543461485,0.4990796236601242,0.7846979774097267,0.4098670463487293
25,0.8475807461038165,0.08182039748953984,0.9486850803909213,0.40573036614120206,0.8310051511018428,0.3742526933265914
26,0.8912620625624911,0.1988744255548769,0.961467286011356,0.5100425241945,0.6377481392176934,0.36727731309319617
27,0.9202242954776477,0.11992422323845997,0.9763175477228985,0.447247647701389,0.7730280475365979,0.40287082450672557
28,0.8950273701486773,0.21588836187782412,0.9697141047294806,0.5085562747503063,0.8889822546670876,0.3722765257269377
29,0.8698227656624227,0.22985552125246933,0.9610693353161769,0.4885063502149,0.8642406111960643,0.38817567838792727
30,0.8851313641394577,-0.18450093355553498,0.9534323862879168,0.3798442940490299,0.8116794499134279,0.2935877440627906
31,0.8114790408525755,0.03934277255141372,0.953645632500329,0.36507265049333165,0.8116794499134279,0.3214088528096709
32,0.8453808860042689,-0.030926921062872426,0.9598441038982406,0.37518544194345294,0.7846979774097267,0.2752143191085873
33,0.8598952930433339,0.029641289799434478,0.9601860754531201,0.35587458142240685,0.8365771355618076,0.33709623779821
34,0.8406285294918742,0.06188672710797005,0.9502795074306015,0.47140385784299543,0.8038369524685004,0.3828703910894888
35,0.91382235447021,-0.11594749941779225,0.9770946901143743,0.41370326444316485,0.9047619047619049,0.2860241840753148
36,0.8986260885341074,-0.05254432012636556,0.9593978904356214,0.3695093343806759,0.875040452139362,0.31699727822225515
37,0.888707090909091,0.04615854398858232,0.9803885053227246,0.5110909188720764,0.8696565534786727,0.2994585973322457
38,0.8367318536364287,0.27371398272601855,0.949560882963945,0.5431292317977521,0.778882160695476,0.428148793424903
39,0.8725465320021158,0.10823373563388194,0.9624701883845604,0.42317321184028167,0.8803928527035957,0.37551978379014556
40,0.9121108606980177,-0.28458199640568216,0.9699004271371484,0.42662145235653426,0.8365771355618076,0.3355556993992727
41,0.7959540264946836,0.33788251717643314,0.954415741506978,0.5959603664718607,0.8558087938505847,0.46376778417926046
42,0.8979813088094913,0.003795571913443152,0.970451452701191,0.4890552232937407,0.9276336570439174,0.33744871552691685
43,0.7896692892581393,0.2656935774859156,0.9486974092522281,0.5667711145819748,0.8365771355618076,0.4314287563704935
44,0.8599063090237646,0.30228865912597025,0.9564849549181236,0.5559786563794779,0.7902533046758575,0.42707032177397786
45,0.8753449118961302,0.23880764110025254,0.9621165303211522,0.5238691914637688,0.8116794499134279,0.3360714026000444
46,0.9097261777301927,-0.04407608883405301,0.9737184116196287,0.5114015820106561,0.9030828858565617,0.2997649912242574
47,0.9236927976629029,-0.6673395321984936,0.9748180856127672,0.37211360888213524,0.842114902586048,0.3558507300175326
48,0.8123004794885456,0.31176978315168014,0.9608207552352988,0.5785831662838127,0.8642406111960643,0.44808004239163274
49,0.882123482894236,0.27996602167391804,0.9599351685638465,0.6264489278155403,0.8038369524685004,0.47524999235322274
50,0.9363452464348261,-0.27332672139013603,0.9737028433273955,0.21241610290971946,0.9378097778799172,0.1911220399355971
51,0.7743211417774479,0.2727842752639963,0.9309892880688997,0.5598932605470547,0.7864448328478751,0.41515050325082514
52,0.8020248714775323,0.3792811118088809,0.9504008530801811,0.6798008075143485,0.778882160695476,0.5646062033932994
53,0.8801999497186965,0.2664500169393089,0.9605870472604112,0.5501715811940437,0.8889822546670876,0.39145032541705416
54,0.9238949394790879,-0.45573493424912837,0.9799415265283836,0.20338339026115368,0.9327354270056935,0.22862261147268367
55,0.8714181658878505,0.07621284971279951,0.9693927791185651,0.4442736212424475,0.8889822546670876,0.2647033290547104
56,0.886407964382884,0.31948230545805656,0.974728568737517,0.6186416369728619,0.8995318277623696,0.478843235789254
57,0.8947545796962812,0.2477444180237912,0.9627639206604621,0.5193948768783548,0.8365771355618076,0.40084335105423213
58,0.9305992229278075,0.24438960798374554,0.982055068206356,0.5839123284113196,0.8942721104281393,0.39920619444264027
59,0.8506459634959634,0.07429190383501216,0.9787311714945576,0.46363936049021554,0.8558087938505847,0.32279198547603055
60,0.9468929964910443,-0.32460890736380543,0.9809966206676238,0.3745341693327729,0.8942721104281393,0.29013542173439233
61,0.8824663288348835,0.061753557409224835,0.9786781056199669,0.5976096138129067,0.842114902586048,0.49952590986975076
62,0.8984927273577625,-0.13245288367514774,0.971823072337177,0.4727976373748568,0.8285714285714286,0.3558507300175326
63,0.8326952841241945,0.24313304458535134,0.9284275925589739,0.6052308504841947,0.875040452139362,0.3763527449189411
64,0.8521169173939245,0.15550461809845306,0.9527599695149738,0.530649348868368,0.8310051511018428,0.41838912953046176
65,0.8350420311835315,-0.02463537824207518,0.9470035602221747,0.4740636271296415,0.7981138189842533,0.38939390660786977
66,0.8661557545951589,0.1408390201330163,0.9622392929388028,0.4400064018547388,0.8558087938505847,0.33250382985625826
67,0.8495153225124693,0.05867042000552636,0.9529276709812524,0.49055190847935776,0.842114902586048,0.3697132990243768
68,0.7820174242668126,0.25605494126378525,0.9385358906655582,0.5166069571326398,0.8765009801785555,0.3396385837453979
69,0.9035346581043464,0.23625486648909289,0.9745253135403823,0.5434676910454475,0.9569487529386911,0.3766871308191633
70,0.8733509417154492,0.2703787118963278,0.9716090700922907,0.5328572653393409,0.9662850594207475,0.3200875364125715
